;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2015;Total_vu_2015;Alquiler_mes_vc_m2_2015;Alquiler_mes_vu_m2_2015;Total_vc_2016;Total_vu_2016;Alquiler_mes_vc_m2_2016;Alquiler_mes_vu_m2_2016;Total_vc_2017;Total_vu_2017;Alquiler_mes_vc_m2_2017;Alquiler_mes_vu_m2_2017;Total_vc_2018;Total_vu_2018;Alquiler_mes_vc_m2_2018;Alquiler_mes_vu_m2_2018;Total_vc_2019;Total_vu_2019;Alquiler_mes_vc_m2_2019;Alquiler_mes_vu_m2_2019;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2003;Poblacion_2004;Poblacion_2005;Poblacion_2006;Poblacion_2007;Poblacion_2008;Poblacion_2009;Poblacion_2010;Poblacion_2011;Poblacion_2012;Poblacion_2013;Poblacion_2014;Poblacion_2015;Poblacion_2016;Poblacion_2017;Poblacion_2018;Poblacion_2019;Poblacion_2020;Poblacion_2021;Poblacion_2022;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Viviendas_turisticas_2022;Turistas_2020;Turistas_2021;Turistas_2022;Total_casas_alquiler_2015;Porcentaje_viviendas_alquiler_2015;Porcentaje_vc_alquiler_2015;Porcentaje_vu_alquiler_2015;Total_casas_alquiler_2016;Porcentaje_viviendas_alquiler_2016;Porcentaje_vc_alquiler_2016;Porcentaje_vu_alquiler_2016;Total_casas_alquiler_2017;Porcentaje_viviendas_alquiler_2017;Porcentaje_vc_alquiler_2017;Porcentaje_vu_alquiler_2017;Total_casas_alquiler_2018;Porcentaje_viviendas_alquiler_2018;Porcentaje_vc_alquiler_2018;Porcentaje_vu_alquiler_2018;Total_casas_alquiler_2019;Porcentaje_viviendas_alquiler_2019;Porcentaje_vc_alquiler_2019;Porcentaje_vu_alquiler_2019;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021;Porcentaje_viviendas_turisticas_2022
Moià;8;Barcelona;8138;169.0;141.0;3.97727272727273;3.3251111914905;200.0;150.0;4.34782608695652;3.44827586206897;219.0;171.0;4.30194805194805;3.50881512853344;231.0;195.0;4.4811320754717;3.59433579896646;281.0;201.0;4.73593677912207;3.90732368896926;333.0;225.0;4.94657030185908;3.92992502726281;342.0;210.0;5.30312892998211;3.97534522439586;Cataluña;4647.0;4872.0;5142.0;5399.0;5486.0;5661.0;5710.0;5713.0;5730.0;5793.0;5766.0;5760.0;5865.0;5957.0;6065.0;6190.0;6267.0;6383.0;6474.0;6548.0;3606.0;7.0;18.0;24.0;4142.0;6429.0;9842.0;310.0;8.596783139212423;4.686633388796451;2.8365109220462323;350.0;9.706045479755963;5.546311702717693;3.2345703288076355;390.0;10.8153078202995;6.0732113144758735;3.6113574520014247;426.0;11.813643926788686;6.405990016638935;3.8295514537892696;482.0;13.36661120354964;7.7925679423183585;3.9393673458988454;0.19412090959511924;558.0;15.474209650582363;9.234608985024959;4.817932742879729;0.49916805324459235;552.0;15.307820299500833;9.484193011647255;4.874706691861261;0.6655574043261231
Mojados;47;Valladolid;47090;12.0;16.0;2.63157894736842;2.17391304347826;15.0;27.0;2.97029702970297;2.52842742936591;16.0;32.0;2.97029702970297;2.8;13.0;32.0;3.18417764106508;2.75;15.0;37.0;3.08103178738927;2.80213963963964;22.0;49.0;3.97590361445783;3.0622113844124;21.0;56.0;4.32432432432432;3.20381231671554;Castilla y León;2858.0;2959.0;3046.0;3117.0;3221.0;3281.0;3351.0;3348.0;3354.0;3295.0;3229.0;3184.0;3135.0;3232.0;3243.0;3252.0;3210.0;3258.0;3311.0;3312.0;1857.0;6.0;12.0;14.0;2484.0;1303.0;1269.0;28.0;1.5078082929456111;0.6462035541195477;0.8616047388260636;42.0;2.261712439418417;0.8077544426494345;1.4539579967689822;48.0;2.5848142164781907;0.8616047388260636;1.7232094776521272;45.0;2.4232633279483036;0.7000538502961766;1.7232094776521272;52.0;2.8002154011847065;0.8077544426494345;1.992460958535272;0.32310177705977383;71.0;3.823371028540657;1.1847065158858374;2.6386645126548194;0.6462035541195477;77.0;4.146472805600431;1.1308562197092085;3.0156165858912223;0.7539041464728056
Mojonera, La;4;Almería;4903;5.0;18.0;3.26441317345335;2.77777777777778;10.0;21.0;3.35595279416869;2.67754868270332;10.0;26.0;3.06122448979592;2.64705882352941;12.0;33.0;3.75;2.71632251720747;12.0;37.0;3.77906976744186;2.79513888888889;13.0;52.0;3.68434472208057;2.94117647058824;17.0;53.0;3.83720930232558;3.21100917431193;Andalucía;7670.0;7746.0;7900.0;7847.0;7872.0;8102.0;8301.0;8540.0;8686.0;8682.0;8844.0;8993.0;8963.0;8740.0;8717.0;9003.0;9021.0;9191.0;9086.0;8824.0;2692.0;0.0;0.0;0.0;23756.0;14952.0;6675.0;23.0;0.8543833580980683;0.18573551263001487;0.6686478454680534;31.0;1.151560178306092;0.37147102526002973;0.7800891530460624;36.0;1.337295690936107;0.37147102526002973;0.9658246656760773;45.0;1.6716196136701338;0.4457652303120357;1.2258543833580982;49.0;1.8202080237741456;0.4457652303120357;1.37444279346211;0.0;65.0;2.414561664190193;0.48291233283803864;1.9316493313521546;0.0;70.0;2.600297176820208;0.6315007429420505;1.9687964338781576;0.0
Mojácar;4;Almería;4064;71.0;38.0;4.74472313596491;3.74531835205993;97.0;47.0;4.87308429118774;2.89736886287866;111.0;57.0;4.93441358024691;2.91567494049643;126.0;63.0;5.12820512820513;2.87504638531862;121.0;56.0;5.81959810340935;4.00485436893204;186.0;72.0;5.87506879471657;4.06976744186047;189.0;84.0;6.00328947368421;4.68812464548018;Andalucía;5959.0;5375.0;6092.0;6406.0;6507.0;6805.0;7581.0;7745.0;8090.0;8173.0;8360.0;6838.0;6825.0;6490.0;6330.0;6301.0;6403.0;6778.0;7257.0;7527.0;7772.0;120.5;238.5;246.0;56295.0;63498.5;87215.5;109.0;1.402470406587751;0.9135357694287185;0.4889346371590324;144.0;1.8528049408131755;1.2480699948533196;0.6047349459598559;168.0;2.161605764282038;1.4282038085434894;0.7334019557385486;189.0;2.431806484817293;1.6212043232115285;0.8106021616057643;177.0;2.2774060730828616;1.5568708183221822;0.7205352547606794;2.164064738601302;258.0;3.3196088522902727;2.393206381883685;0.9264024704065877;4.221006802768348;273.0;3.512609366958312;2.431806484817293;1.080802882141019;4.391076458889331
Molar, El;28;Madrid;28086;317.0;85.0;5.55555555555556;4.55063715627096;394.0;97.0;5.46080845771144;4.54776853894451;437.0;111.0;5.69620253164557;4.47447447447447;478.0;109.0;5.85106382978723;4.49105822240151;496.0;111.0;6.43564356435644;4.90863129365162;551.0;138.0;6.70018866653191;4.92424242424242;569.0;144.0;7.14285714285714;4.92113760556384;Madrid, Comunidad de;2450.0;2554.0;2709.5;2837.5;3188.5;3581.0;3847.0;3971.0;4139.0;4261.0;4331.5;4138.0;4163.5;4272.5;4388.5;4473.5;4617.5;4789.0;4794.5;4866.5;3599.0;5.0;13.0;15.0;10124.0;8877.0;14878.0;402.0;11.169769380383439;8.808002222839677;2.361767157543762;491.0;13.642678521811614;10.947485412614615;2.695193109196999;548.0;15.22645179216449;11.81905789801226;3.0841900527924424;587.0;16.310086135037512;12.869321774386531;3.0286190608502364;607.0;16.748951469283693;12.956730684675858;3.0841900527924424;0.13892747985551543;689.0;19.144206724090026;15.3098082800778;3.8343984440122254;0.3612114476243401;713.0;19.637218401663276;15.15865405531363;4.001111419838844;0.41678243956654626
Molar, El;43;Tarragona;43085;1.0;1.0;4.047393975389279;3.595635287077944;1.0;1.0;4.130222020249201;3.679337710626288;1.0;2.0;4.138860259972648;3.7178509492230485;1.0;1.0;4.315173531298041;3.785311830171354;1.0;1.0;4.5702897951875805;4.067695900549954;2.0;5.0;4.750698760882685;3.991707063479842;2.0;5.0;4.928276361968281;4.13879946689426;Cataluña;2450.0;2554.0;2709.5;2837.5;3188.5;3581.0;3847.0;3971.0;4139.0;4261.0;4331.5;4138.0;4163.5;4272.5;4388.5;4473.5;4617.5;4789.0;4794.5;4866.5;3599.0;5.0;13.0;15.0;10124.0;8877.0;14878.0;2.0;0.05557099194220617;0.027785495971103084;0.027785495971103084;2.0;0.05557099194220617;0.027785495971103084;0.027785495971103084;3.0;0.08335648791330925;0.027785495971103084;0.05557099194220617;2.0;0.05557099194220617;0.027785495971103084;0.027785495971103084;2.0;0.05557099194220617;0.027785495971103084;0.027785495971103084;0.13892747985551543;7.0;0.1944984717977216;0.05557099194220617;0.13892747985551543;0.3612114476243401;7.0;0.1944984717977216;0.05557099194220617;0.13892747985551543;0.41678243956654626
Molina de Aragón;19;Guadalajara;19190;86.0;10.0;3.52941176470588;2.82679738562092;84.0;11.0;3.52941176470588;2.25776441963647;99.0;11.0;3.51470588235294;2.80112044817927;103.0;10.0;3.46926922860479;2.3469387755102;103.0;12.0;3.6144578313253;2.3469387755102;150.0;11.0;3.5;2.74489795918367;140.0;15.0;3.56830024054389;3.57275132275132;Castilla-La Mancha;3411.0;3478.0;3662.0;3656.0;3534.0;3667.0;3671.0;3646.0;3670.0;3706.0;3514.0;3572.0;3468.0;3403.0;3365.0;3295.0;3275.0;3233.0;3217.0;3234.0;3048.0;6.0;12.0;17.0;3105.0;4057.0;4678.0;96.0;3.1496062992125986;2.8215223097112863;0.32808398950131235;95.0;3.1167979002624673;2.7559055118110236;0.36089238845144356;110.0;3.608923884514436;3.248031496062992;0.36089238845144356;113.0;3.7073490813648293;3.379265091863517;0.32808398950131235;115.0;3.772965879265092;3.379265091863517;0.3937007874015748;0.1968503937007874;161.0;5.282152230971128;4.921259842519685;0.36089238845144356;0.3937007874015748;155.0;5.085301837270341;4.593175853018373;0.4921259842519685;0.5577427821522309
Molina de Segura;30;Murcia;30027;641.0;165.0;3.63636363636364;3.55131456025624;740.5;188.5;3.68421052631579;3.79427083333333;800.0;205.5;3.7037037037037;3.79997629582807;846.0;221.5;3.88888888888889;4.05405405405405;857.0;225.0;4.19554455445545;4.3010752688172;1007.5;280.0;4.33070866141732;4.37728102189781;994.0;283.5;4.49438202247191;4.47761194029851;Murcia, Región de;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;43.0;83.0;72.0;56295.0;63498.5;87215.5;827.2611940298507;2.995267287107328;2.1217800082584253;0.8734872788489025;908.6901408450705;3.678175523298288;2.595051297525649;1.0831242257726392;991.0;4.278499507670807;3.106438395324461;1.1720611123463456;1050.5;4.777181335959089;3.4748912111298162;1.3022901248292729;1101.5;4.942349839595972;3.659117619032494;1.2832322205634787;0.13658164723819205;1289.5;6.308166311977893;4.691420766763015;1.6167455452148778;0.263634342343487;1288.0;6.619445414985865;4.888352444176222;1.7310929708096432;0.22869485118953087
Molinos, Los;28;Madrid;28087;64.0;86.0;5.38389513108614;4.34782608695652;74.0;96.0;5.46875;4.58333333333333;84.0;109.0;5.61797752808989;4.58939393939394;91.0;111.0;5.32624113475177;4.92793791574279;90.0;114.0;5.73466566113625;4.90196078431372;104.0;128.0;5.92105263157895;5.10202380952381;116.0;129.0;6.21577694565708;5.42857142857143;Madrid, Comunidad de;3821.0;4161.0;4215.0;4322.0;4417.0;4558.0;4537.0;4565.0;4562.0;4590.0;4485.0;4374.0;4349.0;4373.0;4345.0;4328.0;4389.0;4433.0;4563.0;4699.0;2877.0;9.0;13.0;19.0;1559.0;1550.0;2036.0;150.0;5.213764337851929;2.224539450816823;2.8365109220462323;170.0;5.908932916232186;2.5721237400069517;3.2345703288076355;193.0;6.708376781369482;2.9197080291970803;3.6113574520014247;202.0;7.021202641640598;3.1630170316301705;3.8295514537892696;204.0;7.090719499478624;3.1282586027111576;3.9393673458988454;0.31282586027111575;232.0;8.063955509210984;3.6148766075773375;4.449078901633646;0.4518595759471672;245.0;8.51581508515815;4.031977754605492;4.483837330552659;0.6604101494612443
Molins de Rei;8;Barcelona;8123;641.0;114.0;6.81237175371098;5.74534161490683;740.5;120.0;6.85805473596171;5.8175641025641;800.0;129.0;7.14285714285714;5.71224915093397;846.0;126.0;7.60714035087719;6.35416666666667;857.0;130.0;8.21917808219178;6.64786538461539;1007.5;141.0;8.52221994861651;6.30616455520307;994.0;127.0;8.79120879120879;6.42857142857143;Cataluña;21958.0;22496.0;23069.0;23374.0;23544.0;23828.0;24067.0;24236.0;24572.0;24805.0;24878.0;25152.0;25155.0;25359.0;25492.0;25687.0;25868.0;25940.0;26104.0;26242.0;11937.0;12.0;15.0;8.0;21371.0;25818.0;38011.0;827.2611940298507;8.670520231213873;7.715506408645388;0.9550138225684845;908.6901408450705;9.256932227527855;8.25165451956103;1.0052777079668258;991.0;9.910362737706292;8.829689201641953;1.0806735360643378;1050.5;10.438133534388875;9.382591941023708;1.055541593365167;1101.5;10.480020105554159;9.390969255256765;1.0890508502973946;0.10052777079668258;1289.5;10.982658959537572;9.801457652676552;1.1812013068610203;0.12565971349585323;1288.0;11.342883471559018;10.278964563960795;1.063918907598224;0.06701851386445505
Mollerussa;25;Lleida;25137;536.0;31.0;3.78151260504202;3.12786668789809;600.0;31.0;3.77777777777778;2.81441521961185;693.0;35.0;3.89720449042483;3.15485668789809;746.0;38.0;3.93939393939394;3.06010928961749;763.0;42.0;4.2136968928345;3.08641975308642;977.0;54.0;4.35696094168004;3.10734463276836;994.0;40.0;4.54545454545455;2.95702915453755;Cataluña;10625.0;11087.0;11829.0;12569.0;13086.0;13675.0;14319.0;14733.0;14705.0;14729.0;14959.0;14963.0;14900.0;14585.0;14574.0;14740.0;14683.0;14649.0;14545.0;14730.0;6783.0;5.0;10.0;11.0;11917.0;10082.0;8423.0;567.0;8.359133126934985;7.902108211705735;0.4570249152292496;631.0;9.30266843579537;8.84564352056612;0.4570249152292496;728.0;10.732714138286894;10.21671826625387;0.5159958720330238;784.0;11.558307533539733;10.998083443903877;0.5602240896358543;805.0;11.867905056759547;11.248710010319918;0.6191950464396285;0.07371369600471768;1031.0;15.199764116172785;14.403656199321833;0.796107916850951;0.14742739200943536;1065.0;15.701017249004865;15.111307680967125;0.5897095680377414;0.16217013121037888
Mollet del Vallès;8;Barcelona;8124;641.0;127.0;5.8523611831863;4.95292720152476;740.5;135.0;5.8751746031746;5.22703949465965;800.0;155.0;6.15384615384615;5.60515362511052;846.0;172.0;6.50337837837838;5.91226666666667;857.0;169.0;7.03125;5.90836454777049;1007.5;176.0;7.35294117647059;6.24995833333333;994.0;185.0;7.63888888888889;6.43107504116678;Cataluña;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;3.0;14.0;11.0;45298.0;45367.0;57526.0;827.2611940298507;8.551916133803124;7.999478011222759;0.5524381225803645;908.6901408450705;9.604593501239723;9.017356126843273;0.5872373743964505;991.0;10.309278350515465;9.635042846578799;0.6742355039366653;1050.5;11.092261516377398;10.34407760233155;0.748183914045848;1101.5;10.948714602636043;10.213580408021228;0.7351341946148158;0.013049719431032232;1289.5;12.579929531515072;11.814345991561181;0.765583539953891;0.06089869067815042;1288.0;12.97142111444604;12.166688416199051;0.8047326982469877;0.047848971247118184
Mollina;29;Málaga;29072;7.0;17.0;4.768281922682934;2.47377622377622;8.0;21.0;4.821002657113423;2.5495337995338;12.0;29.0;3.11054297540784;2.55922583389766;13.0;35.0;3.17821067821068;2.71464646464646;15.0;39.0;3.27437359207662;2.76143790849673;32.0;58.0;3.35563393747921;2.83095486715396;41.0;59.0;3.80434782608696;3.00899755040512;Andalucía;3658.0;3883.0;4151.0;4370.0;4645.0;4963.0;5152.0;5274.0;5283.0;5239.0;5185.0;4943.0;4901.0;4913.0;4924.0;5020.0;5149.0;5276.0;5341.0;5376.0;2415.0;4.0;7.0;8.0;8061.0;4075.0;5871.0;24.0;0.9937888198757764;0.2898550724637681;0.7039337474120083;29.0;1.2008281573498965;0.33126293995859213;0.8695652173913043;41.0;1.6977225672877847;0.4968944099378882;1.2008281573498965;48.0;1.9875776397515528;0.5383022774327122;1.4492753623188406;54.0;2.2360248447204967;0.6211180124223602;1.6149068322981366;0.16563146997929606;90.0;3.7267080745341614;1.3250517598343685;2.401656314699793;0.2898550724637681;100.0;4.140786749482402;1.6977225672877847;2.443064182194617;0.33126293995859213
Molvízar;18;Granada;18133;1.0;3.0;3.5918550937622813;3.0146096959099107;1.0;1.0;3.5714521874700207;2.974507567611823;1.0;3.0;3.659736586129634;3.0343007743832207;1.0;2.0;3.641980161135367;2.9844970250563225;1.0;3.0;3.9227075022872366;3.241378572832823;1.0;8.0;4.003230697966841;3.1980922242513095;1.0;8.0;4.206384226479411;3.2762375705642435;Andalucía;2802.0;2745.0;2795.0;2998.0;3197.0;3407.0;3273.0;3269.0;3203.0;3215.0;2982.0;2903.0;2895.0;2881.0;2796.0;2759.0;2794.0;2772.0;2748.0;2731.0;1393.0;2.0;5.0;11.0;4618.0;2468.0;2254.0;4.0;0.2871500358937545;0.07178750897343862;0.21536252692031588;2.0;0.14357501794687724;0.07178750897343862;0.07178750897343862;4.0;0.2871500358937545;0.07178750897343862;0.21536252692031588;3.0;0.21536252692031588;0.07178750897343862;0.14357501794687724;4.0;0.2871500358937545;0.07178750897343862;0.21536252692031588;0.14357501794687724;9.0;0.6460875807609476;0.07178750897343862;0.574300071787509;0.3589375448671931;9.0;0.6460875807609476;0.07178750897343862;0.574300071787509;0.7896625987078248
Monachil;18;Granada;18134;128.0;59.0;4.28571428571429;4.49500487329435;164.0;63.0;4.23913043478261;3.961897622929;189.0;80.0;4.48429035752979;3.79243827160494;204.0;79.0;4.59183673469388;3.48508126465594;178.0;72.0;4.74509803921569;3.68569958847737;340.0;93.0;4.93333333333333;3.77927526694247;353.0;101.0;5.21457085828343;3.87755102040816;Andalucía;5684.0;5765.0;6034.0;6289.0;6270.0;6644.0;6967.0;7294.0;7399.0;7402.0;7359.0;7398.0;7538.0;7681.0;7715.0;7826.0;7939.0;8007.0;8137.0;8182.0;7416.0;120.5;238.5;246.0;38518.0;20484.0;68556.0;187.0;2.5215749730312838;1.725997842502697;0.7955771305285868;227.0;3.0609492988133766;2.2114347357065802;0.8495145631067961;269.0;3.627292340884574;2.5485436893203883;1.0787486515641855;283.0;3.8160733549083066;2.750809061488673;1.0652642934196332;250.0;3.3710895361380797;2.4002157497303127;0.970873786407767;2.164064738601302;433.0;5.838727076591154;4.584681769147789;1.2540453074433657;4.221006802768348;454.0;6.121898597626753;4.7599784250269686;1.3619201725997843;4.391076458889331
Moncada;46;Valencia/Valéncia;46171;391.0;66.0;3.59209351634862;4.50819672131148;443.0;67.0;3.75;4.29129464285714;500.0;86.0;4.05555555555556;4.54942028985507;572.0;105.0;4.32692307692308;5.01835292818899;601.0;94.0;4.90196078431372;5.4165625;796.0;108.0;5.16483498349835;5.76132508988863;874.0;113.0;5.55555555555556;5.94728909527883;Comunitat Valenciana;19661.0;20146.0;20581.0;20815.0;21109.0;21651.0;21900.0;21847.0;21860.0;21953.0;21930.0;21906.0;21842.0;21700.0;21623.0;21802.0;21935.0;22021.0;21875.0;21913.0;10714.0;13.0;26.0;23.0;24082.0;29324.0;35484.0;457.0;4.265447078588762;3.64943065148404;0.6160164271047228;510.0;4.760126936718312;4.13477692738473;0.6253500093335822;586.0;5.46947918611163;4.666791114429718;0.8026880716819115;677.0;6.318835168937838;5.338809034907597;0.9800261340302409;695.0;6.486839649057308;5.609482919544521;0.877356729512787;0.12133656897517267;904.0;8.43755833488893;7.429531454172111;1.0080268807168191;0.24267313795034534;987.0;9.212245659884264;8.157550868023147;1.0546947918611163;0.21467239126376703
Moncofa;12;Castellón/Castelló;12077;115.0;33.0;3.90117694805195;2.87324327413331;154.0;43.0;3.88888888888889;3.18665377176015;178.0;42.0;4.22535211267606;2.97029702970297;224.0;51.0;4.54336391437309;3.55438596491228;243.0;43.0;4.76190476190476;3.52834244856406;439.0;66.0;4.9314299230344;3.85826771653543;505.0;66.0;5.28169014084507;4.21099290780142;Comunitat Valenciana;4485.0;4705.0;4977.0;5278.0;5551.0;5797.0;6014.0;6107.0;6348.0;6475.0;6501.0;6339.0;6256.0;6181.0;6092.0;6278.0;6525.0;6707.0;6958.0;7338.0;11891.0;120.5;238.5;246.0;20366.0;19639.0;27825.0;148.0;1.2446388024556387;0.9671179883945842;0.27752081406105455;197.0;1.6567151627281138;1.2950971322849214;0.36161803044319235;220.0;1.8501387604070305;1.496930451602052;0.35320830880497855;275.0;2.3126734505087883;1.8837776469598857;0.42889580354890255;286.0;2.4051803885291396;2.043562358085947;0.36161803044319235;1.3623749053906316;505.0;4.246909427297957;3.691867799175847;0.5550416281221091;2.514506769825919;571.0;4.801951055420066;4.246909427297957;0.5550416281221091;2.396770666890926
Monda;29;Málaga;29073;5.0;11.0;4.768281922682934;3.64864864864865;5.0;13.0;4.821002657113423;2.7242002899201;9.0;20.0;4.938303928847598;3.24324324324324;21.0;27.0;4.34912049373852;3.13061224489796;25.0;31.0;5.4143040058533;3.5248778998779;30.0;32.0;5.16431924882629;3.092980657277;30.0;34.0;5.57458143074581;4.03629836457918;Andalucía;1855.0;1974.0;2059.0;2094.0;2258.0;2342.0;2410.0;2470.0;2486.0;2523.0;2383.0;2375.0;2382.0;2400.0;2475.0;2523.0;2594.0;2697.0;2762.0;2844.0;1240.0;40.0;65.0;66.0;12188.0;10805.0;19390.0;16.0;1.2903225806451613;0.4032258064516129;0.8870967741935484;18.0;1.4516129032258065;0.4032258064516129;1.0483870967741935;29.0;2.338709677419355;0.7258064516129032;1.6129032258064515;48.0;3.870967741935484;1.6935483870967742;2.1774193548387095;56.0;4.516129032258065;2.0161290322580645;2.5;2.164064738601302;62.0;5.0;2.4193548387096775;2.5806451612903225;4.221006802768348;64.0;5.161290322580645;2.4193548387096775;2.7419354838709675;4.391076458889331
Mondariz;36;Pontevedra;36030;7.0;5.0;3.679316441086854;2.755972941741644;13.0;7.0;2.74725274725275;2.794116091309617;13.0;7.0;3.70644599303136;2.8958905844551155;17.0;11.0;3.44033955045433;2.57437407952872;21.0;14.0;3.73391852050389;2.57731958762887;35.0;28.0;4.05185504749273;2.98015668044077;37.0;30.0;3.96341463414634;3.16721803923795;Galicia;5373.0;5320.0;5343.0;5354.0;5320.0;5328.0;5259.0;5200.0;5081.0;4841.0;4800.0;4742.0;4665.0;4647.0;4548.0;4496.0;4440.0;4410.0;4394.0;4448.0;2748.0;18.0;44.0;57.0;3237.0;5395.0;6789.0;12.0;0.4366812227074236;0.2547307132459971;0.1819505094614265;20.0;0.727802037845706;0.47307132459970885;0.2547307132459971;20.0;0.727802037845706;0.47307132459970885;0.2547307132459971;28.0;1.0189228529839884;0.61863173216885;0.4002911208151383;35.0;1.2736535662299855;0.7641921397379913;0.5094614264919942;0.6550218340611353;63.0;2.2925764192139737;1.2736535662299855;1.0189228529839884;1.6011644832605532;67.0;2.438136826783115;1.346433770014556;1.091703056768559;2.074235807860262
Mondoñedo;27;Lugo;27030;16.0;11.0;2.01923076923077;1.46479113384484;23.0;5.0;2.43645719631997;1.959321430000344;28.0;13.0;2.8033193301326;1.87321810406272;31.0;13.0;2.70135135135135;1.7792501616031;34.0;17.0;2.73049645390071;1.7792501616031;44.0;18.0;2.64150943396226;1.47058823529412;42.0;23.0;2.97364145833008;2.10115663248136;Galicia;4909.0;4904.0;4863.0;4770.0;4701.0;4603.0;4508.0;4406.0;4299.0;4183.0;4074.0;3991.0;3876.0;3820.0;3722.0;3639.0;3568.0;3539.0;3480.0;3503.0;2822.0;9.0;21.0;34.0;2070.0;3563.0;4744.0;27.0;0.9567682494684621;0.5669737774627923;0.38979447200566975;28.0;0.9922041105598866;0.815024805102764;0.1771793054571226;41.0;1.4528703047484053;0.9922041105598866;0.4606661941885188;44.0;1.559177888022679;1.0985116938341601;0.4606661941885188;51.0;1.8072289156626506;1.2048192771084338;0.6024096385542169;0.3189227498228207;62.0;2.1970233876683203;1.559177888022679;0.6378454996456414;0.744153082919915;65.0;2.3033309709425938;1.48830616583983;0.815024805102764;1.2048192771084338
Mondéjar;19;Guadalajara;19192;20.0;19.0;2.7;2.038286737364;29.0;23.0;2.89090582314881;2.10295806844047;30.0;19.0;2.91666666666667;2.36430395913155;34.0;24.0;3.16455696202532;2.18978102189781;29.0;25.0;3.33333333333333;2.36430395913155;58.0;33.0;3.75;2.84659384072005;71.0;34.0;3.84615384615385;2.65842013888889;Castilla-La Mancha;2367.0;2500.0;2629.0;2661.0;2614.0;2637.0;2665.0;2688.0;2705.0;2750.0;2686.0;2636.0;2579.0;2599.0;2627.0;2637.0;2645.0;2686.0;2745.0;2757.0;1638.0;6.0;13.0;8.0;2884.0;4502.0;5153.0;39.0;2.380952380952381;1.221001221001221;1.15995115995116;52.0;3.1746031746031744;1.7704517704517704;1.404151404151404;49.0;2.9914529914529915;1.8315018315018314;1.15995115995116;58.0;3.5409035409035408;2.075702075702076;1.465201465201465;54.0;3.2967032967032965;1.7704517704517704;1.5262515262515262;0.3663003663003663;91.0;5.555555555555555;3.5409035409035408;2.0146520146520146;0.7936507936507936;105.0;6.410256410256411;4.334554334554334;2.075702075702076;0.4884004884004884
Monesterio;6;Badajoz;6085;14.0;5.0;2.65486725663717;2.0869573500929373;12.0;9.0;1.92285714285714;2.217983874765846;14.0;15.0;2.33644859813084;1.91216412843147;17.0;12.0;2.31062340966921;2.04918032786885;16.0;12.0;2.81553398058252;1.88679245283019;29.0;15.0;2.79411764705882;1.9488907319096;28.0;26.0;2.94211228561825;1.93877033759803;Extremadura;4399.0;4389.0;4413.0;4355.0;4368.0;4396.0;4378.0;4414.0;4347.0;4362.0;4361.0;4345.0;4306.0;4292.0;4261.0;4254.0;4226.0;4216.0;4267.0;4302.0;2474.0;2.0;3.0;3.0;21427.0;25015.0;44140.0;19.0;0.7679870654810024;0.5658852061438965;0.2021018593371059;21.0;0.8488278092158448;0.4850444624090542;0.36378334680679064;29.0;1.1721907841552142;0.5658852061438965;0.6063055780113177;29.0;1.1721907841552142;0.6871463217461601;0.4850444624090542;28.0;1.131770412287793;0.6467259498787389;0.4850444624090542;0.08084074373484236;44.0;1.778496362166532;1.1721907841552142;0.6063055780113177;0.12126111560226355;54.0;2.1827000808407435;1.131770412287793;1.0509296685529508;0.12126111560226355
